,rating,reviews
227,5.0,Awwssoommeeeeee🙌Sound quality...is just next to awesome the best thing is that it's very much comfortable and battery life is also very good..just loved this headphone🙌
228,4.0,"Too big but still okaySound quality is just amazing, the only complain of not fitting to the head perfectly"
229,1.0,Headphone Review long termGood in terms of sound quality but not good for long term as I observed the Bluetooth signals break many a times also the material is not durable according to me
230,5.0,"Good productLovely product, i loved the color, it works greatt also loved its packaging"
231,5.0,GOD MADE PRODUCT!!Best headphones in the wireless categories it's bass and sound quality are like GOD's made and the baterry life is amazing I used it continuesly for 2 days but still it's charge was like 67 percent u can absolutely believe in this product.❤️❤️✌️
232,5.0,WorstI've been trying to connect it to my phone since last 3 days and it's just not getting connected...no there's huge problem in the bluetooth of headphoneNot expected this.  Giving 5 star so that it reaches you on time
233,3.0,Not bad..not good it's okayNo doubt I'm satisfied with this product. everything is good with this. but only one thing I don't like it's... not comfortable after just 10 minutes my ears start giving pain. because of the hard cushions.except for this thing everything is good.
234,4.0,"Cannot say badActually good at the price, but for normal use.Excellent battery backup you must say"
235,2.0,Cheap quality headphonesBluetooth not working then I connect with wire so I listen sound I am not happy with it.Sound quality is poor.
236,5.0,"Better than othe brands and their pricesOutstanding performance, Awesome noise cancellation, Wonderful bass,It is better than other brands, Battery life is like something that never ends I used more then 7 days still working on one charge"
237,4.0,"It's not good in notice cancellationIt's good in this range but noise cancellation is not working good , I personally found that whenever I go to outside and talk on call then its difficult for receiver to hear my voice so for calling I don't suggest this head phone otherwise it's good"
238,5.0,Love Music ? Love boAt..Review post a month use .No regret deal ~ 1100 .Sound quality is superior to few of other branded similar priced headphones. Go for it
239,5.0,Very niceVery very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very nice
240,5.0,Excellent QualityExcellent sound / microphone Quality...works perfect for web meetings
241,4.0,Good product but won’t recommendRockerz 370 is very good product Noise cancellation is also good but the design is not satisfactory …..you can’t wear it for too long and if you have big ears than you should go for oval shaped headphones.
242,2.0,"Think twice before going for this.This headphone is good for its noise cancellation, audio clarity. But bass quality isn't something very good for this. And it is very uncomfortable for the ear. It just doesn't fit right. And after a while you will start to feel pain on your ears."
243,4.0,"Overall good product 👌I got this for ₹1099 and this product is worth the price. Have been using this product since a month. Sound quality is great . Battery backup is good . However , it's not that comfortable for long hours of usage."
244,1.0,"very poor quality HeadphonesHello Folks, I bought this product, It is of very bad quality.I was just using it but it's left bar broke. Also, Amazon don't give any options to replace it as it is of 10 days since I bought this headphones."
245,3.0,"Product is delicate to handle it's broken in left sideThe media could not be loaded.
                



 Headphone is broken in the left sideKindly possible to exchange because Warranty is there for 1 year"
246,5.0,Value for moneyVery good sound in low price. Good sound quality and bass. It also cancel noise. Loudness is also good.
247,1.0,"Poor quality and poor serviceThe quality of the product is very poor and although i did a mistake buying this product, I'm not able to replace it with anyother item which is better than this product. This was the last that i used amazon to buy product. Thank you"
248,5.0,BEST HEADPHONE 🤩According to my usage of two months this is the best headphones ever .....it looks nice and has the best noise cancellation🚫🚫...and the sound quality is amazing too😉....
249,1.0,Pathetic product experience... only one ear works with Bluetooth and both ear works with aux cablePathetic product experience... only one ear works with Bluetooth and both ear works with aux cable
250,4.0,This product is GoodWhen i connect whit my mobile then one speak is not work for 1 or 2 second otherwise this product is awesome it's sound quality and noise cancellation is good but blutooth quality is not so good they show us for 10m but i think it work only 6 or 7m . But  this product is good.
251,4.0,"Nice and Perfect but a little crispyness is missingThe media could not be loaded.
                



 I like the quality chala bagundi👌 Everyone should buy it cumpolsaryExpecting moree......8½ months completed still works as good as new. Thanks for the product at a good Price"
252,1.0,Don't buy waste of money 👎👎👎Cheap quality product with cheap build quality I replaced it 2 times and still doesn't get the right product so I added it for refund don't buy instead of this go for any other product or go for a wired one like I am getting that are boat 900
253,1.0,"Worst ProductWorst Product: Within 2 weeks one side it is not working, don't buy it any more."
254,1.0,Auto disconnecte from device.Product look wise very good. But function wise not if we connect with any device then after sometime it auto discount it.
255,2.0,"Good Sound but PainfulPhysical Quality is kinda okay but the sound is good. They're a too tight to wear for long duration, like u cannot wear it for half n hour without noticing that it has started paining around your ears."
256,1.0,It broke after few months of useHeadphone broke after few months of use even after using very lightly. Very dissatisfied with this product.
257,3.0,Good to buyThe product is good. Once it stopped working properly; one side of the headphone stopped working but then Boat company got my product repaired as it was within the warrantee period.
258,2.0,"Headphone was brokenThe media could not be loaded.
                



 After hearing the songs I tried to remove the headphone from my head but it has broken unfortunately still am able to hear but the material is little weak please 🙏  have a look into it next time."
259,5.0,SuperbVery good sound with long battery life. 💯 Charge can play almost 15-18 hours.
260,5.0,Good product but need to improve a bitThis is a good product but the noise cancellation is not pretty good and leaving one issue everything including bass and sound quality and the Bluetooth connectivity is also good.i would rate it 4 out of 5.
261,4.0,"Try to improve the quality of the bassThe bass quality is not good at all ,the sound cracks when listening a high bass sound.The sponge cushions are  not soft which, we can't listen music for several hours. I think you should try to improve your product for your customers"
262,3.0,"Not worthAfter few days the sound from 1 side had literally stopped working, not what I expected"
263,1.0,Very badVeey bad....Gone wrost out of my exception... didn't except this from boat😢😤Only one month i have used and product is broken...i need the replacement!!!...i recommend not to buy this!!!
264,2.0,"Product is not comfort fit, getting headache after using a while an hour or so..Product is not comfort fit, getting headache after using a while an hour or so.. there is no option to return to product except replacement."
265,5.0,Thumbs upQuite longer battery life. Good sound quality. At times have connection issues. Automatically disconnects and reconnects.
266,5.0,Value for moneyI have been using it since last 6 months and it feels a super value for money packageThe sound quality is extremely impressive and the base is lit!The ear cups are also extremely comfortableGo for it!
267,5.0,Great purchase🤯Great packaging great audio with wireless and wired also good built quality nice battery backup and its looks soo premium. And the biggest thing is I purchased it in only 1079rupees .😍😍😍😍😍 I am loving it
268,4.0,"Not as expected.The headphones have serious problems connecting to my devices and the sound quality is too bad. Even a 100rs earphone is better than this product. Not expected from boat, have used other products as well but this isthe worst."
269,5.0,Good productThe product is good and the product is attractive to display
270,5.0,"Just wowThe media could not be loaded.
                



 Awesome quality"
271,3.0,"Battery and Bluetooth good,sound ok for this price.The only problem I felt  is you cannot use it for longer periods , I tried to use for guided meditation and workouts but have to take out at max after 15 min.  May be this problem is with me only. Bluetooth , battery life good and sound quality satisfactory for this price."
272,2.0,"worst productThe media could not be loaded.
                



 Bild quality 3rd class...., sound is good but, it comes with totally plastic body, i bought it a month ago, It has broken down in such a short time ,,,,, Don't weast your mony , Don't bye it"
273,1.0,"Uncomfortable!!!!!What's the purpose of noise cancellation,audio quality,bass if the headphone can't be used for even half an hour.Severe discomfor and pain in ears after 20 mins of useNever buy rather spend 200 more to get a better one"
274,1.0,"don't go for itThe media could not be loaded.
                



 Dislike don't go for it the plastic is very light it get broke easily better go for some other productI bought it and the the plastic is now broken I don't know what to do it is under warranty also but it's broken Better don't go for it"
275,4.0,"The bass is uncomfortableThe product is very good in means of battery life, Bluetooth connection and sound quality. But the primary problem is it is hurting the ears more"
276,3.0,"Nice buteI been using this like 12 days , sound quality is good and but it just sticks with ears wearing for longtime ears will pain for sure"
277,5.0,"Good battery life. But the headset is too tight to wear.Decent headset for decent price. Other than the headset being tight, i don't find any fault with it.. its a good purchase"
278,4.0,THE SIZE IS A LIL' smaller THAN EXPECTEDits good for the price point.its a lil small than expected.i have a medium size head and fits perfectly only after fully extending it
279,5.0,ITS SOUND QUALITY & BLUETOOTH CONNECTIVITY IS TOO FASTIT IS THE BEST BLUETOOTH HEADSET I HAVE EVER SEENITS BLUETOOTH CONNECTIVITY IS TOO FASTITS SOUND QUALITY IS TOO GOODIF YOU ARE GOING FOR ₹500 OR ₹1000 BLUETOOTH HEADPHONES I SUGGEST YOU TO BUY THIS ONE WHICH COSTS AROUND ₹1200 - ₹1500 ....
280,3.0,"COZ IT'S BOAT........I liked the bass quality and noise cancelation but,one small issue which is to be corrected.The microphone was not working properly and I'm facing a lot of difficulty now.Overall it's a nice product coz it's BOAT."
281,5.0,The product reviewsThe product genuinely good for the price rangeit is to stylish the sound quality is good the noise cancellation is also great and Bluetooth connectivity V5. 0 is also dose a fabulous JobThe product is genuinely to good I highly recommend this
282,4.0,Music is leakingAll over Design is good but noise is leaking from the sides. Otherwise all over it is good headsets. But not recommended for outside doors
283,4.0,"GoodEventhough the product is not upto expectations,got it for a good discount and its worth of the discounted amount.Not worth for the original price.A bit tight ,its a bit painful if we use for long time."
284,5.0,"More good than it's price Compared to other headphones.Good Product but there is no noise cancellation till 70% volume and there is no sound leak , the plastic used for the main body is made from good quality and the foam is soft.Sound quality is great, in short it's way more good than it's price compared to other headphones."
285,3.0,"Bluetooth connectivityIt is so worse. I need help to replace or return this item. It gets disconnected automatically from my all devices! I'm hella disappointed! It worked good for the first few days and now when the return window is closed, I don't know what do I do!!!"
286,5.0,"Excellent productThe media could not be loaded.
                



 Its sounds quality is excellent and Bluetooth connectivity is also good. Overall product is excellent especially its quastion pads are good."
287,1.0,Broken n second hand pieceI had ordered this for my daughter s birthday which Is today 15/9/21. Presented and opened the pack today. The audio right side not at all working. I think it's a second hand piece as u can see the pictures abv I received in this above condition
288,5.0,Go for itI liked the headphones but mic can be improved in my opinion and no noice cancelation🤷‍♂️ Overall if you use it for music so its bestGood battery backup and Base boost is awesomeGo for it No doubtsValue for Money!
289,1.0,"Worst seller and worst experienceFirst I received a deffective peace, sound was getting struck, requested for a replacement and after 6 days I received a reacement. For my surprice they gave same item this time it even got damaged. Pathetic experience with the seller."
290,2.0,"there is no change of pickup point during canceillation of product.Charging point is not working properly need assistance to return the product or repair the product. I have canceilled the return as i nèed change of pickup place because i am ill. due to illness 7 days expired, need help."
291,4.0,Overall goodGood product :good battery life(lasts for more than 15 hours if volume is average)Sound quality is also goodAverage noise cancellationBut doesn't give comfort to ears causes lot of pain after using continuously for a hour or two
292,5.0,Very very nice item. I appreciateI am using this with all devices. Responding nicely. Sound quality excellent
293,2.0,Do not go for itThe bluetooth is good.. sounds quality is okay.. but the aux is the worst part.. the sound is not clear the aux is of cheap quality 😅 I won't recommend anyone to go for it.. rather buy a 30rs earphones..that is better than boat Aux😂😂😂
294,1.0,Worst bluetooth headsetWorst bluetooth headset I ever brought! Connection problem really irritates. Bass is even worse. Company has only invested in making looks and no quality inside. Please dont waste your money in this waste.
295,4.0,Best headphones under 999It is best headphones🎧 if you are getting it under 1000 i am happy with it but the problem is comfort is not that much goodAnd bass is slightly low i am suggesting you to buy it if you are getting it under 1000
296,4.0,Not an average headphone sizeThe product is smaller than promised but otherwise it’s good
297,1.0,Not worth for the priceNot worth for the price. The plastic quality is very poor the plastic strip broken within a 3 months. Though the product is in warranty the boat support team is not ready to replace the product.
298,5.0,Boat products would never disappoint youBest product in this price segment. sound quality is upto the mark. immersive sound experience with 40mm driver. Base is just awesome. Overall this product is great in all aspects. Everyone go for it.. 👍
299,5.0,Long battery life if u use occasionallyI had purchased this 3 months ago and still now i charge it only twice a week. But i only use 3 hrs daily. It's good. good sound quality.
300,1.0,"Broken within 15 days of useProduct finishing and feel is great. But it got broken within 15 days of normal use, can't say whether it will be replaced or not but feel wise I think replaced one will also not last for long time.It's just poor strength of product."
301,1.0,Not worth itUsed it for around a month or even lesser. Seems like the sound driver is broken already. There is a crackling noise whenever I play anything.Do not buy this.Pay more and get better quality headphones.
302,3.0,Not so goodGood product with plastic body but it's not so comfortable for rough use. It has great sound quality but it's not not comfortable for long term continuous use as acpected and its kushions are also not comfortable.
303,5.0,One of the bestThe product is a combination of everything u want. The looks are fab the quality is fab the connection is fab.. noise cancellation no doubt superb. Altogether u can go for it without any doubt.
304,1.0,Dont buy this productWorst product of boat. Your ear will pain like anything. You cant wear it for more than 20 min. They are not even allowing to refund. Sound is ok but what is the use of that sound if you cant wear it .Build is below average
305,5.0,Boat Rockers 370 WirelessI have been using this headphone since two days impressive sound quality.. I assure to all of you nobody can bear full volume for a long time ( From the headphones and Phones when you reach full volume )Very appreciable Headphone...
306,5.0,Good purchaseIt's a good purchase. The sound quality is pretty good.
307,5.0,Perfect oneIt's sound quality is just incredible.for a student like me..it's perfect product... battery life is also as I wished.overall amazing.
308,5.0,Sound qualityComfort should have been better. Still a good one. Worth the price.
309,5.0,One month reviewNot long since they arrived butSound quality is greatBass is goodBattery life is amazingJust a little tight might feel pain in ears( my ears are big it totally depends on you)
310,2.0,Amazing....I liked very much to bought this product ...it’s completely worth for money.I’m so glad to use this product every time.sound quality is good and amazing battery backup.bass also gud .but only thing is not gud that there hadn’t noise cancellation.
311,1.0,"Not goodIt pains, the foam is not soft, earcups fails to make u enjoy music for long"
312,1.0,Build quality is poorBuild quality is very poor. Within 6 months the holder has snapped as in the photo.
313,4.0,Awesome Product 🔥🔥🔥Sound quality is awesome especially bass. Quite uncomfortable after using it for long duration. Built Quality is average you have to use it delicately. But in this price range Awesome. Especially it's battery life lasts long for 8 to 10 hours.
314,5.0,"First use it  after do commentsVery awesome headphone i use it and i like it very much it is my first headphone and eveything is good sound cancellation ,bass , mic, battery life and etc i personally prefer u to buy this this very nice and afordable"
315,4.0,Best product in this rangeAmazing Headphones in this price range.Battery backup is super. Fast bluetooth connectivity.Comfort could be a little better but as a whole this an absolute best product for this price.
316,1.0,Trash alertOmg this is trash!!its hurts the ear after use within a few minutes and prolonged use can cause severe consequences.my left ear has commenced hurting after a week of usage pls dont buy.safety first
317,1.0,"Material quality is too low( plastic body)The quality of product is so bad in terms of durability. It broken up in less than 1 year, when I tried to call customer care then they are not responding and also showing no number exist which got from boat site.  It is my worst purchase"
318,5.0,Good battery lifeVery good productBattery life is awsome i am using this for 3 days and it still 50% battery life when I connect it fist time it's battery was 80% after using for 3 days it's still 50% such a amazing battery life
319,5.0,Super excellent 👍 value of moneySuper quality value of money fully satisfied with my family clearly speak to call I like it so much thanks Amazon keep it good product and quality service delivery system  super good thanks u 😍🤗
320,4.0,"very good product.Every thing you could expect in this price range is present in this product.Made up of plastic but sound is very good.But if you can extend your budget a bit,You should avoid this product and go for ROCKERZ 400"
321,1.0,Total waste of MoneyThe Adjustable head band broken in to 2 piece within a month and the dealers said can't repair or replace even if you pay you need to buy a new price. Total waste of money within a month
322,2.0,"Not worthyThe built quality is too poor, my product got damaged within a month"
323,4.0,The performance is amazing except the comfort my ears get.The product quality is amazing but it is harsh on my ears when I use it for longer time continuously.
324,5.0,"Must buyGifted it to my beloved and she is so happy to use it, my god she is impressed with the sound and bass quality."
325,1.0,"Broken headsetThe left side inner support broken and its useless now cant even FeviQuick it, This product you should only buy for free don't waste money go with other brands... Not even a year boom headsets."
326,4.0,"Over all a good low budget bluetooth headphone of a renowned brand.Earcups are not very comfortable over the ears, causes pain after prolonged use. The bluetooth connectivity sometimes does not funtion properly and one of the earcups does not fetch sound at times. Other wise the sound quality and the bass quality is pretty good."
327,5.0,"Superb productSuper performance in this price range ...Not compare with JBL, sony, or other masterss... Extremely perfect product for normal people ..."
328,4.0,"GoodOnly problem is with Bluetooth connectivity sometimes, otherwise it is good!!"
329,3.0,BetterSound quality 8/10Bass quality 🤙👍 7/10Durability 4/10👎Overall 5/10Bluetooth Stopped working in my oppo phoneIt is also broken after a few months 😭😭
330,4.0,Super bass but low product quality..btw nice product 😊😊Super extra bass but less comfortable and low built quality. We have to handle with a little care......btw nice product.
331,1.0,It is a second quality product..!!!I got a second quality product!!!It had scratches all over the product.. And the package was already opened!!  Don't buy this item.....
332,3.0,"Not much durableBass is good, noise cancellation is bad and sound quality is somewhat good"
333,5.0,Superb...!!! Just download your file in 320 kbps and listen to the magic feels like concertI DISLIKE NOTHING.
334,1.0,"Not charging, hence warrenty is there but nobody responding ...Charging problem, hence warrenty is there. Information was mailed and also given call but nobody responding...."
335,2.0,"Not as expected. Unhappy. Better to choose different productBought this boat head over phones a month back. Call quality is so poor. Within a month, bass quality become bad. While watching movie background sounds are not playing. 1200rs product but not worth for it. Unhappy"
336,4.0,ITS CONECTIVITY IS NOT THAT MUCH GOOD BUT OTHERWISE ITS PERFECTITS GREAT MEAN ITS LOOKS IS GOOD ITS SOUND AND BASE IS GOOD BUT ONE THING IS MISSING ITS CONNECTIVITY MEANS IN STARTING IT WAS PERFECT BUT THEN SLOWLY SLOWLY ITS CONNECTIVITY IS BEING WEAK BUT ITS GOOD YOU CAN BUY
337,1.0,"TerribleMost terrible product from boat, I had an issue with my headphones so I sent it to service centre and after 10 days, they returned the product without dealing with the issue"
338,2.0,Bad productBahut bekar quality h yrr just ik month hua purchase kiye ve pr nii damage oogye yeh bahut jldi or ik saal ki gaurnte h lekin sirf bollne ke liye h vo bhi so purchase krne se phele ik baar soch lena .... I m very discupointed ..... For this product 😭😭😭
339,2.0,"Feels hard on ear, heavy on headI had to return it as i found it very heavy on head and hard pressure on ears due to tightness of headband. No other issues with sound quality as it was good inline with other boat products i have used."
340,5.0,The battery is SUPERB!!!!!Believe me the battery is soooo good its been 5 days with constant use and there's no need to charge but the quality of the product i suggest to use carefully otherwise it'll break but nice headphones
341,1.0,Poor quality product and damage productSound quality avarage at this price but the quality of product is poor cheap plastic look like and I have received damaged product see the pic
342,4.0,The battery duration is fantastic.It start to pain in your ear if you use it 2 to 3 hrs regular.If it would have bigger size then this problem also would not risen.The wire given to connect  🎧 with smart phone  not works.
343,5.0,"I bought this because of dual connectivity.I like this dual connectivity feature, i sound quality is perfect and noise cancelling is working good but not as expected but all is good. As per price the product is perfect."
344,2.0,Worst microphone and sound qualityIt's sound quality isn't that much nice if you compare with other products with similar driver size but the bass is fine. The microphone is worst out of all it's features.
345,5.0,Review for headphoneI personally not looking forward to buy this product.....but as I felt interest in it.....it was totally outstanding because of its looks it's sound quality is too good bass quality is quite....I think in this range this product is appreciable 👍👍
346,3.0,Good value for moneyGood value for money. Performance is okay.
347,2.0,Not comfortable at all.Product quality is good but it's not comfortable at all. You ears gonna hurt within 15 mins when you put on your headphones. There is no refund option. So it's better that you go for another option.
348,4.0,Good looking and good sound as well.I like this product. It's a value for money product. Sound quality is good.Only problem I face was some times when i place my smartphone in pocket and turn my head in other direction connection seams to disrupt. Otherwise good for normal use
349,1.0,Broken after couple of usagesDon't buy.poor design and broken after few usages
350,1.0,"Poor quality productThe sound and bass is pretty good, But it's build quality is very poor. Automatically it slowly started developing a crack and then broke after using for around a month. I wouldn't recommend going for this !"
351,4.0,"Good value for money.I like the sound quality. Nice bass, also love the cushion support. My only problem would be the head band is too tight and it does feel uncomfortable after 15-20 mins."
352,5.0,Super satisfiedJust received the product. Recieved before time As well.The packaging was very good.The sound quality of the headphone is impressive...let see how far it goes. Overall very good
353,4.0,Best!Best Headphones in this type of budgetThe colour variants are also excellentThe bluetooth function is goodBattery backup is also pretty GoodWorth For Money Product!
354,1.0,Microphone is not goodI am trying to return this product and returns are not accepted unfortunately only replacement is done. Sad!
355,3.0,"Awesome for mobileSound is awesome. Mic is also good for mobile use. However, for computer teams meeting mic is not good."
356,4.0,Overall nice product.If you are going to buy over the ear headphones then you are at the right place just go for it very much good sound quality and connectivity is very fast it looks normal but u can't wear it for long time . Ears will pain.
357,2.0,"A Below average productMine came with a technical defect, it automatically disconnects from my phone if I don't play anything for 10sec.it is not comfortable as well. I would suggest not to choose to buy this product."
358,4.0,"""GooD"" for listening songs ""Bad"" for phone talkingIt's good for listening songs.. but it's not too good for talking while on phone..."
359,5.0,It's awsomeIt super it quality is best very best it shining it is perfect for music and gaming big sound it is  you have to change size big and small  I order colour red
360,5.0,Very worth !!!!Amazing product and great quality…. Very happy with the output. Best one in very affordable range 👍🏻
361,5.0,Killer product.It is a very good product.I liked to convey one message to boat CMO aman gupta sir that due to shark tank India BOAT Company is very famous now.because really I don't know about it before shark tank.
362,1.0,Not comfortableWorst headphone. My ear literally hurt for 2 days
363,4.0,Good but...After 3 & half week usageIt's battery wake up is good ☺️☺️ but if your ears are big its discomfort you lil bit... Overall its good product.It's worth every single penny 😉😉
364,5.0,"Nice product.  After sales service is good.The media could not be loaded.
                



 Good after sales service. Complaint resolved on time. If product in guarantee,  it can be replaced."
365,1.0,Broken after one month..very delicate. I didn't expect this cheap quality plastic fron boat.Even after using gently...it got broken... don't ever buy boat product
366,4.0,You get enough at this priceBluetooth headset with wire support too…the range is awesome and in that range you can’t ask for more
367,5.0,It's worth itIt's a very nice product but it's not very comfortable if you are wearing continuously for 1 to 2 hours so I keep an object between it  half an hour before I use and it works
368,3.0,Okay 👌 not  bad.Product sound quality and everything ☺️ good. But ; I used to get headache if I use even less time too..... So it's better to improve that headache problem. Thankyou still Amazon. Plz 🙏 improve the product still.....😇
369,1.0,"Unbearably Uncomfortable and No return PolicyBought this for around 1k, Sound Quality is decent, bluetooth range is very short alsoBut MOST IMPORTANTLY it is very uncomfortable, it crushed my ear and cant wear it longer than 20 mins"
370,4.0,OkayGood. But overpriced at ₹1199. Just office would be ₹999.
371,1.0,"very bad build quality and cheap plastic. DO NOT BUY.The drivers(speakers) are good but the frame is very delicate, mine broke within 1 month of use, the replacement also broke within the same duration. very bad build quality and cheap plastic. DO NOT BUY."
372,5.0,"Looks and Performance are very ImpressiveJust bought it and using it, The Bass and Clearity is Awesome!!, Battery Backup seems to be ok."
373,1.0,"Poor headphonesBluetooth little ok, when connect wire to device the sound quality is so poor, no proper sound,don’t waste ur money"
374,2.0,"Broken headcups extension!This headphones, I thought would be a great choice but after almost 6 months of usage they broke from it's extension of ear cups...And I honestly think ⛵ should improve it's material and build quality 🙂"
375,2.0,Ears are paining withing 5 mins of putting headphoneEars are paining withing 5 mins of putting headphone. Worst headphone bought ever
376,5.0,Good but not perfect...It's not that good base which i expected.The mic is also not that good.We have to say things loud as compare to earphones.
377,4.0,It's awesome 👍I love it eriously it's amazing 😍👍 only problem I faced was the delivery was too late it took more than 2 weeks to come rather then this everything is awesome the bass quality is superb 🥰❤
378,1.0,Worst material i have ever seenGood audio quality but worst material i have ever seen in any headphoneThis is the 2nd time when i am buy this because previous one was not mine and that was broken by me (accidentally)
379,3.0,"so comfortablity is less. Ok type audioGood audio, even thou it doesn't have ldac codex. but only sbc.Also the posture is very tighti mean veryso comfortablity is less after 10 mins use.rest nothing i could complain."
380,4.0,GoodThe product is good 👍 lives upto the name of the brand the only problem I am facing is glitches while connected with the aux cable my phone automatically starts opening tabs... rest quality product 🙌
381,1.0,Not working properlyOne side phone is not work properly
382,3.0,Waste productThe product is averageand it is not worth of money.Sound quality-verg high even in low volume. So noice cancellation ZERO. when i connected it it keep on disconnecting even for music and PUBG.So iadvice u not to buy this product.
383,1.0,Please buy a tape with this too!This product will soon break (approx after 3 months) and you need a tape to fix it! It was working fine until this.
384,4.0,Best product.. worst servicesThe product is value for money and best  bass quality mouse cancellation is also amazing..... Best Headphones ever user but the services are worst no calls are picked up for warranty request...
385,1.0,Flimsy and brittleCheap plastic and even cheaper sound.
386,1.0,PLZ DONT BUY IT....... WORST PRODUCT.My headphones broked in a week ......then i go for replacement....the option is not there ...... These headphones brake very easily.......my money is wasted on this cheap product.... BOYCOTT AMAZON 😤
387,3.0,Useless mic and average sound qualitySound is good only in full volume.. Medium volume doesn't do well... The mic is too bad to use... You have to speak very louder on call.. mic doesn't work in aux mode.. I have to say it's a okay okay product in this price point
388,4.0,Good headfone but with tight band.Headfone is good from all angle but only problem is that the holder band is very tight still after full releasing state. It is paining my ears after using 1-2 hours.
389,1.0,"Buy betterHorrible design, too smal and tight, leaves the ears rashed and aching with minimal usage. Audio quality is bad, heavy bass music tears...Edit after a few weeks: the headphone band broke"
390,5.0,"Good QualityNice product, good sound quality. the base is really good. it a value for this range of money. i really liked it. only the comfort has to be better. price is a bit high sometimes."
391,2.0,"Good but mechanically very weakSound is good. Rest all good, EXCEPT THE PRODUCT IS NOT TOUGH. BROKE VERY EASILY. COULD HAVE USED A BETTER PLASTIC. CURRENT IS TOO BRITTLE AND WEAK. DOESN'T BEND EVEN A LITTLE...."
392,5.0,SuperbIt's very excellent product and I loved it for its sound quality and softness.
393,5.0,So beautiful 🤩❤️ Colour  as well as better quality 🎧🎧🤩😍❤️🎧🎧This is a so beautiful 🤩 Headphone 🎧. This is my first Headphone 🎧. I like this Headphone 🎧🎧 because So beautiful 🤩❤️ Colour and sound celerity as well as bass is better. Thank Amazon as well as Delivery 🚚🚚 bhaiya
394,4.0,"Great!I am glad that i did not purchase the 400 or 450. This headphone's audio output is very awesome and many of the reviews i read that they are of cheap quality but ther feel very preminium when we wear it. In conclusion, they are a very good pai of headphones i would say."
395,4.0,For the Ears in Reasonable PriceSavor its taste. It's wonderful.
396,1.0,"Worst headphonesBekar h plastic quality h toth jayega pakad ne me hi sound quality bhi achi nhi h mic dhang se kaam nhi krta h  bilkul comfortable nhi h sir me dard ho jata Or main baat ye ""MADE IN CHINA"" H"
397,1.0,Worst qualityI recommend please don't this product. Worst qualityNot working properlyOne side is working and the other side is not working. After few days it stop working. Bluetooth is not working.
398,5.0,Impressive.Excellent product at this price bracket.
399,4.0,"Sounds like normal earphone. Don't expect too much.Sound quality is ok. Don't expect too much. Build quality seems good, handle with care if you don't want to brake it. Mic quality is little low. Battery back up is ok."
400,5.0,Don’t have a second thought go for itBest qualityFlexibleComfortableNice noise cancellationBest bass qualitySound quality is the best
401,5.0,Love the productI really love the product...... i will recommend to all you to buy this one......... I love the sound quality also and it's too good.......and this is so much light to carry also ....... I think you should buy.......
402,4.0,"Wireless and Aux HeadphoneLight Weight, Sound quality is overall good and loud, Bass quality is good, on attending voice calls voice quality is good.Aux output is also goodIt is worth for money"
403,5.0,Best Headphone in this price rangeOne of the best Bluetooth headphone available also has aux input support. Got it for 900 rs.
404,3.0,Compare this with other productCan't connect to blurletooth. Very light weight.
405,4.0,Everything good but the ear cups is not comfortable for wearing long timeThe build quality and the base is amazing the mic is also good and the battery life is 5-6 days the only problem is the earcups it's a little hard and wearing a long time is not that comfortable.
406,4.0,"👍👍👍Amazing battery life, lasted for 5-6 days on charging it fully,using 3-4 hrs per day.great bluetooth connectivity. Though it is bit uncomfortable on ears for really long time. But worth the price. I bought it for 1100rs."
407,5.0,Great productReally a good product ..... great battery backup once charged 100 percent lasts for 2 dayss (( definitely for not those who use it for pubg🤣))) normally used for music and online classes.... good sound quality... pocket friendly
408,5.0,Superb product....just one drawback itching on ear and  pain if listened at high volume.Superb product....just one drawback itching on ear and  pain if listened at high volume.
409,4.0,"Acoording to this price range this is one of the best headphone 🎧I really wanna appreciate the one who has designed this model, the looks of these boat rockerz 370 👌...At the end,If you wanna buy headphones in 1200rupees, you have to definitely buy this product"
410,1.0,Pad are so hurting.It hurts badly to your ears  after 1 hour of continue using it is not smooth its pad are tight..i am really disatisfy with this product ..I personally didnt feel comfortable while using boat rocker 370😔😔
411,1.0,Defected piece was receivedOne cushion is well in place other one came right off. I had asked to replace the item but it is same issue with another piece. Now I wonder why the item only provide replacement and not returns.
412,5.0,Ultimate quality in such good price Go ahead purchased in 849/-Ultimate quality in such good price Go ahead purchased in 849/-
413,3.0,"Decent products , standard/basicIt's a basic one, connectivity is good and sound quality is decent,At this price it is goodBut not so strong. It's delicate, needs to be handled softly every time"
414,3.0,"Don't buy this ,if you want just a Bluetooth headphoneIt works ok with aux cable...but Bluetooth connectivity is very poor..its worst..if you are buying this just to use as a Bluetooth headphone..then Don't buy this..."
415,5.0,BeautifulSound quality is very good hd quality you will fell in sitting in a live concertMUST BUY PRODUCT
416,3.0,Good productWorking well. Worth buying.
417,1.0,"Product is good but received in horrible conditionWell well Headphones are good but received old used and defective with Bluetooth connectivity issue, below are some images that I have received in SO CALLED NEW HEADPHONES."
418,4.0,ReasonThis device has mis misbehaving. Has to  sometimes disconnected quickly connect.What I do tell me some reason.
419,5.0,GreatAlways loved Boat products. Great Quality at affordable Prices.
420,1.0,"Bad productNot working properly, not supporting to bluetooth"
421,5.0,Very good productI am happy that I bought this product. Very useful
422,5.0,Value for moneyIt should be little light weight
